market,link,price,name,date,datetime,stock
cardrush,https://www.cardrush-pokemon.jp/product/20212,2380,ドータクン092/0,2022-11-15,2022-11-15 07:16:46,4
cardrush,https://www.cardrush-pokemon.jp/product/31945,2080,ドータクン092/0,2022-11-15,2022-11-15 07:16:46,4
cardrush,https://www.cardrush-pokemon.jp/product/35180,980,ドータクン092/0,2022-11-15,2022-11-15 07:16:46,0
cardrush,https://www.cardrush-pokemon.jp/product/23943,1580,ドータクン092/0,2022-11-15,2022-11-15 07:16:46,0
