market,link,price,name,date,datetime,stock
hareruya2,https://www.hareruya2.com/product/21038,50,シンボラー(CP){,2022-12-09,2022-12-09 08:58:34,22
hareruya2,https://www.hareruya2.com/product/21243,100,シンボラー:ミラー(,2022-12-09,2022-12-09 08:58:34,32
