market,link,price,name,date,datetime,stock
magi,/items/1208452216,2980,リザードンVMAX ,2022-12-09,2022-12-09 06:07:16,1
magi,/items/1435479190,9429,〔状態B〕リザードン,2022-12-09,2022-12-09 06:07:16,1
magi,/items/2039856530,3969,リザードンVMAX(,2022-12-09,2022-12-09 06:07:16,1
magi,/items/2094617351,13020,〔状態A-〕リザード,2022-12-09,2022-12-09 06:07:16,1
magi,/items/279505532,3969,リザードンVMAX(,2022-12-09,2022-12-09 06:07:16,1
magi,/items/824508596,2980,リザードンVMAX ,2022-12-09,2022-12-09 06:07:16,1
magi,/items/1610918464,2980,リザードンVMAX ,2022-12-09,2022-12-09 06:07:16,1
magi,/items/985990687,2799,リザードンVMAX ,2022-12-09,2022-12-09 06:07:16,1
hareruya2,https://www.hareruya2.com/product/20897,15000,リザードンVMAX※,2022-12-09,2022-12-09 06:07:15,3
hareruya2,https://www.hareruya2.com/product/18903,3500,リザードンVMAX:,2022-12-09,2022-12-09 06:07:15,5
hareruya2,https://www.hareruya2.com/product/17820,3500,リザードンVMAX(,2022-12-09,2022-12-09 06:07:15,4
cardrush,https://www.cardrush-pokemon.jp/product/32084,12400,リザードンVMAX0,2022-12-09,2022-12-09 06:07:13,2
cardrush,https://www.cardrush-pokemon.jp/product/20226,15800,リザードンVMAX0,2022-12-09,2022-12-09 06:07:13,1
cardrush,https://www.cardrush-pokemon.jp/product/17811,3780,リザードンVMAX0,2022-12-09,2022-12-09 06:07:13,25
cardrush,https://www.cardrush-pokemon.jp/product/7801,3780,リザードンVMAX0,2022-12-09,2022-12-09 06:07:13,58
cardrush,https://www.cardrush-pokemon.jp/product/30011,2880,リザードンVMAX0,2022-12-09,2022-12-09 06:07:13,1
cardrush,https://www.cardrush-pokemon.jp/product/21168,8980,リザードンVMAX0,2022-12-09,2022-12-09 06:07:13,1
cardrush,https://www.cardrush-pokemon.jp/product/7875,2380,リザードンVMAX0,2022-12-09,2022-12-09 06:07:13,1
magi,/items/2094617351,13020,〔状態A-〕リザード,2022-12-08,2022-12-08 06:06:25,1
magi,/items/2039856530,3969,リザードンVMAX(,2022-12-08,2022-12-08 06:06:25,1
magi,/items/279505532,3969,リザードンVMAX(,2022-12-08,2022-12-08 06:06:25,1
