master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sc_001_021,SC,001/021,ポケモン,炎,リザードンV,,D,
sc_002_021,SC,002/021,ポケモン,炎,リザードンVMAX,,D,
sc_003_021,SC,003/021,ポケモン,炎,ビクティニ,,D,
sc_004_021,SC,004/021,ポケモン,闘,ジガルデ,,D,
sc_005_021,SC,005/021,ポケモン,闘,タンドン,,D,
sc_006_021,SC,006/021,ポケモン,闘,トロッゴン,,D,
sc_007_021,SC,007/021,ポケモン,闘,セキタンザン,,D,
sc_008_021,SC,008/021,ポケモン,無,ケンタロス,,D,
sc_009_021,SC,009/021,トレーナーズ,グッズ,クイックボール,,D,
sc_010_021,SC,010/021,トレーナーズ,グッズ,しんかのおこう,,D,
sc_011_021,SC,011/021,トレーナーズ,グッズ,スマホロトム,,D,
sc_012_021,SC,012/021,トレーナーズ,グッズ,ふしぎなアメ,,F,
sc_013_021,SC,013/021,トレーナーズ,グッズ,ポケギア3.0,,D,
sc_014_021,SC,014/021,トレーナーズ,グッズ,ポケモンいれかえ,,F,
sc_015_021,SC,015/021,トレーナーズ,グッズ,ポケモンキャッチャー,,F,
sc_016_021,SC,016/021,トレーナーズ,グッズ,リセットスタンプ,,C,
sc_017_021,SC,017/021,トレーナーズ,サポート,シロナ,,B,
sc_018_021,SC,018/021,トレーナーズ,サポート,博士の研究 マグノリア博士,,D,
sc_019_021,SC,019/021,トレーナーズ,サポート,ポケモンごっこ,,D,
sc_020_021,SC,020/021,トレーナーズ,サポート,ホップ,,D,
sc_021_021,SC,021/021,トレーナーズ,サポート,ヤロー,,D,
sc_FIG,SC,FIG,エネルギー,闘,基本闘エネルギー,,,
sc_FIR,SC,FIR,エネルギー,炎,基本炎エネルギー,,,
