master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sek_001_020,SEK,001/020,ポケモン,水,カメックスV,,E,
sek_002_020,SEK,002/020,ポケモン,水,カメックスVMAX,,E,
sek_003_020,SEK,003/020,ポケモン,水,タッツー,,E,
sek_004_020,SEK,004/020,ポケモン,水,ブイゼル,,E,
sek_005_020,SEK,005/020,ポケモン,水,フローゼル,,E,
sek_006_020,SEK,006/020,ポケモン,水,マナフィ,,E,
sek_007_020,SEK,007/020,ポケモン,水,ボルケニオン,,E,
sek_008_020,SEK,008/020,ポケモン,水,カムカメ,,E,
sek_009_020,SEK,009/020,ポケモン,水,カジリガメ,,E,
sek_010_020,SEK,010/020,ポケモン,水,ウッウ,,E,
sek_011_020,SEK,011/020,トレーナーズ,グッズ,クイックボール,,D,
sek_012_020,SEK,012/020,トレーナーズ,グッズ,クラッシュハンマー,,F,
sek_013_020,SEK,013/020,トレーナーズ,グッズ,しんかのおこう,,D,
sek_014_020,SEK,014/020,トレーナーズ,グッズ,ポケギア3.0,,D,
sek_015_020,SEK,015/020,トレーナーズ,グッズ,ポケモンいれかえ,,F,
sek_016_020,SEK,016/020,トレーナーズ,サポート,博士の研究 アララギ博士,,D,
sek_017_020,SEK,017/020,トレーナーズ,サポート,ボスの指令 フラダリ,,D,
sek_018_020,SEK,018/020,トレーナーズ,サポート,ホップ,,D,
sek_019_020,SEK,019/020,トレーナーズ,サポート,マリィ,,D,
sek_020_020,SEK,020/020,トレーナーズ,サポート,ルリナ,,D,
sek_WAT,SEK,WAT,エネルギー,水,基本水エネルギー,,,
