master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
s6h_001_070,S6H,001/070,ポケモン,草,ユキカブリ,C,E,
s6h_002_070,S6H,002/070,ポケモン,草,ユキノオー,U,E,
s6h_003_070,S6H,003/070,ポケモン,草,イシズマイ,C,E,
s6h_004_070,S6H,004/070,ポケモン,草,イワパレス,C,E,
s6h_005_070,S6H,005/070,ポケモン,草,シキジカ,C,E,
s6h_006_070,S6H,006/070,ポケモン,草,メブキジカ,U,E,
s6h_007_070,S6H,007/070,ポケモン,草,アマカジ,C,E,
s6h_008_070,S6H,008/070,ポケモン,草,アママイコ,C,E,
s6h_009_070,S6H,009/070,ポケモン,草,アマージョ,U,E,
s6h_010_070,S6H,010/070,ポケモン,草,ザルード,R,E,
s6h_011_070,S6H,011/070,ポケモン,炎,ポワルン たいようのすがた,C,E,
s6h_012_070,S6H,012/070,ポケモン,炎,シシコ,C,E,
s6h_013_070,S6H,013/070,ポケモン,炎,カエンジシ,C,E,
s6h_014_070,S6H,014/070,ポケモン,炎,ボルケニオンV,RR,E,
s6h_015_070,S6H,015/070,ポケモン,炎,ヒバニー,C,E,
s6h_016_070,S6H,016/070,ポケモン,炎,ラビフット,U,E,
s6h_017_070,S6H,017/070,ポケモン,炎,エースバーン,R,E,
s6h_018_070,S6H,018/070,ポケモン,水,ラプラス,C,E,
s6h_019_070,S6H,019/070,ポケモン,水,ポワルン ゆきぐものすがた,C,E,
s6h_020_070,S6H,020/070,ポケモン,水,ユキワラシ,C,E,
s6h_021_070,S6H,021/070,ポケモン,水,ユキメノコ,R,E,
s6h_022_070,S6H,022/070,ポケモン,水,タマザラシ,C,E,
s6h_023_070,S6H,023/070,ポケモン,水,トドグラー,C,E,
s6h_024_070,S6H,024/070,ポケモン,水,トドゼルガ,U,E,
s6h_025_070,S6H,025/070,ポケモン,水,カチコール,C,E,
s6h_026_070,S6H,026/070,ポケモン,水,クレベース,C,E,
s6h_027_070,S6H,027/070,ポケモン,水,はくばバドレックスV,RR,E,
s6h_028_070,S6H,028/070,ポケモン,水,はくばバドレックスVMAX,RRR,E,
s6h_029_070,S6H,029/070,ポケモン,超,ガラルギャロップV,RR,E,
s6h_030_070,S6H,030/070,ポケモン,超,ガラルヤドン,C,E,
s6h_031_070,S6H,031/070,ポケモン,超,スリープ,C,E,
s6h_032_070,S6H,032/070,ポケモン,超,スリーパー,U,E,
s6h_033_070,S6H,033/070,ポケモン,超,ラルトス,C,E,
s6h_034_070,S6H,034/070,ポケモン,超,キルリア,U,E,
s6h_035_070,S6H,035/070,ポケモン,超,サーナイト,R,E,
s6h_036_070,S6H,036/070,ポケモン,超,カゲボウズ,C,E,
s6h_037_070,S6H,037/070,ポケモン,超,ジュペッタ,U,E,
