master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
s5i_001_070,S5I,001/070,ポケモン,草,サボネア,C,E,
s5i_002_070,S5I,002/070,ポケモン,草,ノクタス,C,E,
s5i_003_070,S5I,003/070,ポケモン,草,アイアント,C,E,
s5i_004_070,S5I,004/070,ポケモン,草,コフキムシ,C,E,
s5i_005_070,S5I,005/070,ポケモン,草,コフーライ,C,E,
s5i_006_070,S5I,006/070,ポケモン,草,ビビヨン,U,E,
s5i_007_070,S5I,007/070,ポケモン,草,アップリューV,RR,E,
s5i_008_070,S5I,008/070,ポケモン,草,アップリューVMAX,RRR,E,
s5i_009_070,S5I,009/070,ポケモン,炎,エンテイ,R,E,
s5i_010_070,S5I,010/070,ポケモン,炎,ポカブ,C,E,
s5i_011_070,S5I,011/070,ポケモン,炎,チャオブー,U,E,
s5i_012_070,S5I,012/070,ポケモン,炎,エンブオー,R,E,
s5i_013_070,S5I,013/070,ポケモン,炎,ヤトウモリ,C,E,
s5i_014_070,S5I,014/070,ポケモン,炎,エンニュート,U,E,
s5i_015_070,S5I,015/070,ポケモン,雷,エレブー,C,E,
s5i_016_070,S5I,016/070,ポケモン,雷,エレキブル,U,E,
s5i_017_070,S5I,017/070,ポケモン,雷,カプ・コケコV,RR,E,
s5i_018_070,S5I,018/070,ポケモン,雷,カプ・コケコVMAX,RRR,E,
s5i_019_070,S5I,019/070,ポケモン,雷,ワンパチ,C,E,
s5i_020_070,S5I,020/070,ポケモン,雷,パルスワン,U,E,
s5i_021_070,S5I,021/070,ポケモン,超,ガラルヤドン,C,E,
s5i_022_070,S5I,022/070,ポケモン,超,バネブー,C,E,
s5i_023_070,S5I,023/070,ポケモン,超,ブーピッグ,C,E,
s5i_024_070,S5I,024/070,ポケモン,超,チリーン,C,E,
s5i_025_070,S5I,025/070,ポケモン,超,ニャスパー,C,E,
s5i_026_070,S5I,026/070,ポケモン,超,ニャオニクス,R,E,
s5i_027_070,S5I,027/070,ポケモン,超,ミミッキュV,RR,E,
s5i_028_070,S5I,028/070,ポケモン,闘,マンキー,C,E,
s5i_029_070,S5I,029/070,ポケモン,闘,オコリザル,U,E,
s5i_030_070,S5I,030/070,ポケモン,闘,グライガー,C,E,
s5i_031_070,S5I,031/070,ポケモン,闘,グライオン,C,E,
s5i_032_070,S5I,032/070,ポケモン,闘,タンドン,C,E,
s5i_033_070,S5I,033/070,ポケモン,闘,トロッゴン,U,E,
s5i_034_070,S5I,034/070,ポケモン,闘,セキタンザン,R,E,
s5i_035_070,S5I,035/070,ポケモン,闘,イシヘンジン,U,E,
s5i_036_070,S5I,036/070,ポケモン,闘,いちげきウーラオスV,RR,E,
s5i_037_070,S5I,037/070,ポケモン,闘,いちげきウーラオスVMAX,RRR,E,
s5i_038_070,S5I,038/070,ポケモン,悪,ズバット,C,E,
s5i_039_070,S5I,039/070,ポケモン,悪,ゴルバット,U,E,
