master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sh_001_053,SH,001/053,ポケモン,草,ボクレー,,E,
sh_002_053,SH,002/053,ポケモン,草,オーロット,,E,
sh_003_053,SH,003/053,ポケモン,草,ヒメンカ,,E,
sh_004_053,SH,004/053,ポケモン,草,ワタシラガ,,E,
sh_005_053,SH,005/053,ポケモン,草,タルップルV,,E,
sh_006_053,SH,006/053,ポケモン,草,ザルード,,E,
sh_007_053,SH,007/053,ポケモン,炎,ロコン,,E,
sh_008_053,SH,008/053,ポケモン,炎,キュウコン,,E,
sh_009_053,SH,009/053,ポケモン,炎,ビクティニ,,E,
sh_010_053,SH,010/053,ポケモン,炎,エースバーンV,,E,
sh_011_053,SH,011/053,ポケモン,炎,ヤクデ,,E,
sh_012_053,SH,012/053,ポケモン,炎,マルヤクデ,,E,
sh_037_053,SH,037/053,ポケモン,無,イーブイ,,E,
sh_040_053,SH,040/053,トレーナーズ,グッズ,きずぐすり,,F,
sh_042_053,SH,042/053,トレーナーズ,グッズ,スーパーボール,,F,
sh_043_053,SH,043/053,トレーナーズ,グッズ,ポケモンいれかえ,,F,
sh_044_053,SH,044/053,トレーナーズ,グッズ,ポケモンキャッチャー,,F,
sh_045_053,SH,045/053,トレーナーズ,グッズ,レベルボール,,E,
sh_046_053,SH,046/053,トレーナーズ,サポート,コック,,E,
sh_047_053,SH,047/053,トレーナーズ,サポート,サナ,,E,
sh_048_053,SH,048/053,トレーナーズ,サポート,ジャッジマン,,E,
sh_050_053,SH,050/053,トレーナーズ,サポート,博士の研究 マグノリア博士,,D,
sh_052_053,SH,052/053,トレーナーズ,サポート,ホップ,,D,
sh_053_053,SH,053/053,トレーナーズ,サポート,むしとりしょうねん,,E,
sh_FIR,SH,FIR,エネルギー,炎,基本炎エネルギー,,,
sh_GRA,SH,GRA,エネルギー,草,基本草エネルギー,,,
