master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
s8a-g_001_015,S8a-G,001/015,ポケモン,雷,ピカチュウV,,E,
s8a-g_002_015,S8a-G,002/015,トレーナーズ,グッズ,モンスターボール,,F,
s8a-g_003_015,S8a-G,003/015,ポケモン,雷,ピカチュウ,,D,
s8a-g_004_015,S8a-G,004/015,ポケモン,雷,ライチュウ,,D,
s8a-g_005_015,S8a-G,005/015,ポケモン,雷,ピカチュウV,,D,
s8a-g_006_015,S8a-G,006/015,ポケモン,雷,ピカチュウVMAX,,D,
s8a-g_007_015,S8a-G,007/015,トレーナーズ,グッズ,きずぐすり,,F,
s8a-g_008_015,S8a-G,008/015,トレーナーズ,グッズ,スーパーボール,,F,
s8a-g_009_015,S8a-G,009/015,トレーナーズ,グッズ,ポケモンいれかえ,,F,
s8a-g_010_015,S8a-G,010/015,トレーナーズ,グッズ,ポケモンキャッチャー,,F,
s8a-g_011_015,S8a-G,011/015,トレーナーズ,グッズ,モンスターボール,,F,
s8a-g_012_015,S8a-G,012/015,トレーナーズ,サポート,博士の研究 マグノリア博士,,D,
s8a-g_013_015,S8a-G,013/015,トレーナーズ,サポート,ビート,,D,
s8a-g_014_015,S8a-G,014/015,トレーナーズ,サポート,ポケモンごっこ,,D,
s8a-g_015_015,S8a-G,015/015,トレーナーズ,サポート,ホップ,,D,
s8a-g_LIG,S8a-G,LIG,エネルギー,雷,基本雷エネルギー,,,
