master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sf_001_033,SF,001/033,ポケモン,水,ユキハミ,,D,
sf_002_033,SF,002/033,ポケモン,水,モスノウ,,D,
sf_003_033,SF,003/033,ポケモン,雷,ビリリダマ,,D,
sf_004_033,SF,004/033,ポケモン,雷,マルマイン,,D,
sf_005_033,SF,005/033,ポケモン,雷,デデンネGX,,C,
sf_006_033,SF,006/033,ポケモン,闘,いちげきウーラオスV,,E,
sf_007_033,SF,007/033,ポケモン,闘,れんげきウーラオスV,,E,
sf_008_033,SF,008/033,トレーナーズ,グッズ,クイックボール,,D,
sf_009_033,SF,009/033,トレーナーズ,グッズ,しんかのおこう,,D,
sf_010_033,SF,010/033,トレーナーズ,グッズ,ターボパッチ,,D,
sf_011_033,SF,011/033,トレーナーズ,グッズ,ツールスクラッパー,,D,
sf_012_033,SF,012/033,トレーナーズ,グッズ,ふしぎなアメ,,F,
sf_013_033,SF,013/033,トレーナーズ,グッズ,ふつうのつりざお,,D,
sf_014_033,SF,014/033,トレーナーズ,グッズ,ポケモンいれかえ,,F,
sf_015_033,SF,015/033,トレーナーズ,グッズ,ポケモン通信,,C,
sf_016_033,SF,016/033,トレーナーズ,グッズ,メタルソーサー,,D,
sf_017_033,SF,017/033,トレーナーズ,ポケモンのどうぐ,ふうせん,,D,
sf_018_033,SF,018/033,トレーナーズ,サポート,ネズ,,D,
sf_019_033,SF,019/033,トレーナーズ,サポート,博士の研究 マグノリア博士,,D,
sf_020_033,SF,020/033,トレーナーズ,サポート,ボスの指令 サカキ,,D,
sf_021_033,SF,021/033,トレーナーズ,サポート,マリィ,,D,
sf_022_033,SF,022/033,トレーナーズ,サポート,ヤロー,,D,
sf_023_033,SF,023/033,トレーナーズ,サポート,溶接工,,C,
sf_024_033,SF,024/033,トレーナーズ,スタジアム,格闘道場,,C,
sf_025_033,SF,025/033,トレーナーズ,スタジアム,ターフスタジアム,,D,
sf_026_033,SF,026/033,トレーナーズ,サポート,トレーニングコート,,D,
sf_027_033,SF,027/033,エネルギー,超,ホラー超エネルギー,,D,
sf_028_033,SF,028/033,エネルギー,闘,ストーン闘エネルギー,,D,
sf_029_033,SF,029/033,エネルギー,無,パワフル無色エネルギー,,D,
sf_030_033,SF,030/033,エネルギー,闘悪,いちげきエネルギー,,E,
sf_031_033,SF,031/033,エネルギー,無,キャプチャーエネルギー,,D,
sf_032_033,SF,032/033,エネルギー,無,ツインエネルギー,,D,
sf_033_033,SF,033/033,エネルギー,水闘,れんげきエネルギー,,E,
sf_DAR,SF,DAR,エネルギー,悪,基本悪エネルギー,,,
sf_FAI,SF,FAI,エネルギー,妖,基本フェアリーエネルギー,,,
sf_FIG,SF,FIG,エネルギー,闘,基本闘エネルギー,,,
sf_FIR,SF,FIR,エネルギー,炎,基本炎エネルギー,,,
sf_GRA,SF,GRA,エネルギー,草,基本草エネルギー,,,
sf_LIG,SF,LIG,エネルギー,雷,基本雷エネルギー,,,
sf_MET,SF,MET,エネルギー,鋼,基本鋼エネルギー,,,
sf_PSY,SF,PSY,エネルギー,超,基本超エネルギー,,,
sf_WAT,SF,WAT,エネルギー,水,基本水エネルギー,,,
