master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sp5_001_013,SP5,001/013,ポケモン,水,ゲッコウガV-UNION,,E,
sp5_002_013,SP5,002/013,ポケモン,水,ゲッコウガV-UNION,,E,
sp5_003_013,SP5,003/013,ポケモン,水,ゲッコウガV-UNION,,E,
sp5_004_013,SP5,004/013,ポケモン,水,ゲッコウガV-UNION,,E,
sp5_005_013,SP5,005/013,ポケモン,超,ミュウツーV-UNION,,E,
sp5_006_013,SP5,006/013,ポケモン,超,ミュウツーV-UNION,,E,
sp5_007_013,SP5,007/013,ポケモン,超,ミュウツーV-UNION,,E,
sp5_008_013,SP5,008/013,ポケモン,超,ミュウツーV-UNION,,E,
sp5_009_013,SP5,009/013,ポケモン,鋼,ザシアンV-UNION,,E,
sp5_010_013,SP5,010/013,ポケモン,鋼,ザシアンV-UNION,,E,
sp5_011_013,SP5,011/013,ポケモン,鋼,ザシアンV-UNION,,E,
sp5_012_013,SP5,012/013,ポケモン,鋼,ザシアンV-UNION,,E,
sp5_013_013,SP5,013/013,トレーナーズ,サポート,バーネット博士,,E,
