master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
s7d_001_067,S7D,001/067,ポケモン,水,スイクンV,RR,E,
s7d_002_067,S7D,002/067,ポケモン,水,ハスボー,C,E,
s7d_003_067,S7D,003/067,ポケモン,水,ハスブレロ,C,E,
s7d_004_067,S7D,004/067,ポケモン,水,ルンパッパ,R,E,
s7d_005_067,S7D,005/067,ポケモン,水,ヒヤップ,C,E,
s7d_006_067,S7D,006/067,ポケモン,水,ヒヤッキー,C,E,
s7d_007_067,S7D,007/067,ポケモン,水,ウデッポウ,C,E,
s7d_008_067,S7D,008/067,ポケモン,水,ブロスター,C,E,
s7d_009_067,S7D,009/067,ポケモン,水,コオリッポ,U,E,
s7d_010_067,S7D,010/067,ポケモン,超,プリン,C,E,
s7d_011_067,S7D,011/067,ポケモン,超,プクリン,C,E,
s7d_012_067,S7D,012/067,ポケモン,超,ガラルフリーザー,R,E,
s7d_013_067,S7D,013/067,ポケモン,超,ソーナンス,U,E,
s7d_014_067,S7D,014/067,ポケモン,超,シンボラー,C,E,
s7d_015_067,S7D,015/067,ポケモン,超,ゴルーグV,RR,E,
s7d_016_067,S7D,016/067,ポケモン,超,バケッチャ,C,E,
s7d_017_067,S7D,017/067,ポケモン,超,パンプジン,U,E,
s7d_018_067,S7D,018/067,ポケモン,闘,エビワラー,C,E,
s7d_019_067,S7D,019/067,ポケモン,闘,ガラルサンダー,R,E,
s7d_020_067,S7D,020/067,ポケモン,闘,グライガー,C,E,
s7d_021_067,S7D,021/067,ポケモン,闘,グライオン,C,E,
s7d_022_067,S7D,022/067,ポケモン,闘,マクノシタ,C,E,
s7d_023_067,S7D,023/067,ポケモン,闘,ハリテヤマ,U,E,
s7d_024_067,S7D,024/067,ポケモン,闘,ルガルガンV,RR,E,
s7d_025_067,S7D,025/067,ポケモン,闘,ルガルガンVMAX,RRR,E,
s7d_026_067,S7D,026/067,ポケモン,悪,ガラルファイヤー,R,E,
s7d_027_067,S7D,027/067,ポケモン,悪,アブソル,U,E,
s7d_028_067,S7D,028/067,ポケモン,悪,グレッグル,C,E,
s7d_029_067,S7D,029/067,ポケモン,悪,ドクロッグ,U,E,
s7d_030_067,S7D,030/067,ポケモン,悪,ダストダスV,RR,E,
s7d_031_067,S7D,031/067,ポケモン,悪,ダストダスVMAX,RRR,E,
s7d_032_067,S7D,032/067,ポケモン,悪,クスネ,C,E,
s7d_033_067,S7D,033/067,ポケモン,悪,フォクスライ,U,E,
s7d_034_067,S7D,034/067,ポケモン,鋼,ガラルニャース,C,E,
s7d_035_067,S7D,035/067,ポケモン,鋼,ガラルニャイキング,U,E,
s7d_036_067,S7D,036/067,ポケモン,鋼,エアームド,C,E,
s7d_037_067,S7D,037/067,ポケモン,鋼,クレッフィ,C,E,
s7d_038_067,S7D,038/067,ポケモン,鋼,ゾウドウ,C,E,
s7d_039_067,S7D,039/067,ポケモン,鋼,ダイオウドウ,U,E,
s7d_040_067,S7D,040/067,ポケモン,竜,チルタリス,U,E,
s7d_041_067,S7D,041/067,ポケモン,竜,ディアルガ,R,E,
s7d_042_067,S7D,042/067,ポケモン,竜,モノズ,C,E,
s7d_043_067,S7D,043/067,ポケモン,竜,ジヘッド,C,E,
s7d_044_067,S7D,044/067,ポケモン,竜,サザンドラ,R,E,
s7d_045_067,S7D,045/067,ポケモン,竜,キュレム,R,E,
s7d_046_067,S7D,046/067,ポケモン,竜,オンバーンV,RR,E,
s7d_047_067,S7D,047/067,ポケモン,竜,ジジーロン,U,E,
s7d_048_067,S7D,048/067,ポケモン,竜,ジュラルドンV,RR,E,
s7d_049_067,S7D,049/067,ポケモン,竜,ジュラルドンVMAX,RRR,E,
s7d_050_067,S7D,050/067,ポケモン,無,ナマケロ,C,E,
s7d_051_067,S7D,051/067,ポケモン,無,ヤルキモノ,C,E,
s7d_052_067,S7D,052/067,ポケモン,無,ケッキング,R,E,
s7d_053_067,S7D,053/067,ポケモン,無,チルット,C,E,
s7d_054_067,S7D,054/067,ポケモン,無,ウールー,C,E,
s7d_055_067,S7D,055/067,ポケモン,無,バイウールー,C,E,
s7d_056_067,S7D,056/067,トレーナーズ,グッズ,あなぬけのヒモ,U,E,
s7d_057_067,S7D,057/067,トレーナーズ,グッズ,しんかのおこう,U,D,
s7d_058_067,S7D,058/067,トレーナーズ,グッズ,すりかえカップ,U,E,
s7d_059_067,S7D,059/067,トレーナーズ,グッズ,レスキューキャリー,U,E,
s7d_060_067,S7D,060/067,トレーナーズ,ポケモンのどうぐ,穴掘りグローブ,U,E,
s7d_061_067,S7D,061/067,トレーナーズ,ポケモンのどうぐ,いちげきの巻物 牙竜の巻,U,E,
s7d_062_067,S7D,062/067,トレーナーズ,ポケモンのどうぐ,フルフェイスガード,U,E,
s7d_063_067,S7D,063/067,トレーナーズ,サポート,キバナ,U,E,
s7d_064_067,S7D,064/067,トレーナーズ,サポート,スクールガール,C,E,
s7d_065_067,S7D,065/067,トレーナーズ,サポート,モノマネむすめ,C,E,
s7d_066_067,S7D,066/067,トレーナーズ,スタジアム,結晶の洞窟,U,E,
s7d_067_067,S7D,067/067,エネルギー,無,ツインエネルギー,U,D,
s7d_068_067,S7D,068/067,ポケモン,水,スイクンV,SR,E,
s7d_069_067,S7D,069/067,ポケモン,超,ゴルーグV,SR,E,
s7d_070_067,S7D,070/067,ポケモン,超,ゴルーグV,SR,E,
s7d_071_067,S7D,071/067,ポケモン,闘,ルガルガンV,SR,E,
s7d_072_067,S7D,072/067,ポケモン,悪,ダストダスV,SR,E,
s7d_073_067,S7D,073/067,ポケモン,竜,オンバーンV,SR,E,
s7d_074_067,S7D,074/067,ポケモン,竜,オンバーンV,SR,E,
s7d_075_067,S7D,075/067,ポケモン,竜,ジュラルドンV,SR,E,
s7d_076_067,S7D,076/067,ポケモン,竜,ジュラルドンV,SR,E,
