master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
s6k_001_070,S6K,001/070,ポケモン,草,レディバ,C,E,
s6k_002_070,S6K,002/070,ポケモン,草,レディアン,C,E,
s6k_003_070,S6K,003/070,ポケモン,草,セレビィV,RR,E,
s6k_004_070,S6K,004/070,ポケモン,草,セレビィVMAX,RRR,E,
s6k_005_070,S6K,005/070,ポケモン,草,タネボー,C,E,
s6k_006_070,S6K,006/070,ポケモン,草,サルノリ,C,E,
s6k_007_070,S6K,007/070,ポケモン,草,バチンキー,U,E,
s6k_008_070,S6K,008/070,ポケモン,草,ゴリランダー,R,E,
s6k_009_070,S6K,009/070,ポケモン,水,コダック,C,E,
s6k_010_070,S6K,010/070,ポケモン,水,ゴルダック,U,E,
s6k_011_070,S6K,011/070,ポケモン,水,ニューラ,C,E,
s6k_012_070,S6K,012/070,ポケモン,水,マニューラ,R,E,
s6k_013_070,S6K,013/070,ポケモン,水,ポワルン あまみずのすがた,C,E,
s6k_014_070,S6K,014/070,ポケモン,水,ラブカス,C,E,
s6k_015_070,S6K,015/070,ポケモン,水,オタマロ,C,E,
s6k_016_070,S6K,016/070,ポケモン,水,カプ・レヒレ,R,E,
s6k_017_070,S6K,017/070,ポケモン,水,ウオチルドンV,RR,E,
s6k_018_070,S6K,018/070,ポケモン,雷,メリープ,C,E,
s6k_019_070,S6K,019/070,ポケモン,雷,モココ,C,E,
s6k_020_070,S6K,020/070,ポケモン,雷,デンリュウ,U,E,
s6k_021_070,S6K,021/070,ポケモン,雷,シママ,C,E,
s6k_022_070,S6K,022/070,ポケモン,雷,ゼブライカ,U,E,
s6k_023_070,S6K,023/070,ポケモン,雷,エモンガ,C,E,
s6k_024_070,S6K,024/070,ポケモン,雷,ゼラオラV,RR,E,
s6k_025_070,S6K,025/070,ポケモン,超,ゴース,C,E,
s6k_026_070,S6K,026/070,ポケモン,超,ゴースト,U,E,
s6k_027_070,S6K,027/070,ポケモン,超,ゲンガー,R,E,
s6k_028_070,S6K,028/070,ポケモン,超,ヤミラミ,C,E,
s6k_029_070,S6K,029/070,ポケモン,超,クレセリア,R,E,
s6k_030_070,S6K,030/070,ポケモン,超,ゴビット,C,E,
s6k_031_070,S6K,031/070,ポケモン,超,ゴルーグ,U,E,
s6k_032_070,S6K,032/070,ポケモン,超,マーイーカ,C,E,
s6k_033_070,S6K,033/070,ポケモン,超,カラマネロ,U,E,
s6k_034_070,S6K,034/070,ポケモン,超,アブリー,C,E,
s6k_035_070,S6K,035/070,ポケモン,超,アブリボン,C,E,
s6k_036_070,S6K,036/070,ポケモン,超,こくばバドレックスV,RR,E,
s6k_037_070,S6K,037/070,ポケモン,超,こくばバドレックスVMAX,RRR,E,
s6k_038_070,S6K,038/070,ポケモン,闘,ガマガル,C,E,
s6k_039_070,S6K,039/070,ポケモン,闘,ガマゲロゲ,U,E,
s6k_040_070,S6K,040/070,ポケモン,闘,マケンカニ,C,E,
s6k_041_070,S6K,041/070,ポケモン,闘,ケケンカニ,C,E,
s6k_042_070,S6K,042/070,ポケモン,闘,タタッコ,C,E,
s6k_043_070,S6K,043/070,ポケモン,闘,オトスパス,R,E,
s6k_044_070,S6K,044/070,ポケモン,悪,ドガース,C,E,
s6k_045_070,S6K,045/070,ポケモン,悪,マタドガス,U,E,
s6k_046_070,S6K,046/070,ポケモン,悪,ガラルマタドガス,U,E,
s6k_047_070,S6K,047/070,ポケモン,悪,コノハナ,C,E,
s6k_048_070,S6K,048/070,ポケモン,悪,ダーテング,U,E,
s6k_049_070,S6K,049/070,ポケモン,鋼,メタグロスV,RR,E,
s6k_050_070,S6K,050/070,ポケモン,鋼,メタグロスVMAX,RRR,E,
s6k_051_070,S6K,051/070,ポケモン,鋼,コバルオン,R,E,
s6k_052_070,S6K,052/070,ポケモン,無,ハピナスV,RR,E,
s6k_053_070,S6K,053/070,ポケモン,無,ポワルン,C,E,
s6k_054_070,S6K,054/070,ポケモン,無,カクレオン,C,E,
s6k_055_070,S6K,055/070,ポケモン,無,ヤヤコマ,C,E,
s6k_056_070,S6K,056/070,ポケモン,無,ヒノヤコマ,C,E,
s6k_057_070,S6K,057/070,ポケモン,無,ファイアロー,U,E,
s6k_058_070,S6K,058/070,ポケモン,無,ホシガリス,C,E,
s6k_059_070,S6K,059/070,ポケモン,無,ヨクバリス,R,E,
s6k_060_070,S6K,060/070,トレーナーズ,グッズ,霧の水晶,U,E,
