master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sef_001_021,SEF,001/021,ポケモン,草,フシギバナV,,E,
sef_002_021,SEF,002/021,ポケモン,草,フシギバナVMAX,,E,
sef_003_021,SEF,003/021,ポケモン,草,ヤンヤンマ,,E,
sef_004_021,SEF,004/021,ポケモン,草,メガヤンマ,,E,
sef_005_021,SEF,005/021,ポケモン,草,セレビィ,,E,
sef_006_021,SEF,006/021,ポケモン,草,サボネア,,E,
sef_007_021,SEF,007/021,ポケモン,草,トロピウス,,E,
sef_008_021,SEF,008/021,ポケモン,草,ヒメンカ,,E,
sef_009_021,SEF,009/021,ポケモン,草,ワタシラガ,,E,
sef_010_021,SEF,010/021,ポケモン,草,ザルード,,E,
sef_011_021,SEF,011/021,トレーナーズ,グッズ,きずぐすり,,F,
sef_012_021,SEF,012/021,トレーナーズ,グッズ,クイックボール,,D,
sef_013_021,SEF,013/021,トレーナーズ,グッズ,しんかのおこう,,D,
sef_014_021,SEF,014/021,トレーナーズ,グッズ,ポケギア3.0,,D,
sef_015_021,SEF,015/021,トレーナーズ,グッズ,ポケモンいれかえ,,F,
sef_016_021,SEF,016/021,トレーナーズ,サポート,博士の研究 アララギ博士,,D,
sef_017_021,SEF,017/021,トレーナーズ,サポート,ビート,,D,
sef_018_021,SEF,018/021,トレーナーズ,サポート,ボスの指令 フラダリ,,D,
sef_019_021,SEF,019/021,トレーナーズ,サポート,ホップ,,D,
sef_020_021,SEF,020/021,トレーナーズ,サポート,マリィ,,D,
sef_021_021,SEF,021/021,トレーナーズ,サポート,ヤロー,,D,
sef_GRA,SEF,GRA,エネルギー,草,基本草エネルギー,,,
